ticker,sector,industry
VTS,Energy,Oil & Gas E&P
LCFY,Communication Services,Internet Content & Information
ONIT,Financial Services,Mortgage Finance
EML,Industrials,Tools & Accessories
PERF,Technology,Software - Application
KELYA,Industrials,Staffing & Employment Services
DORM,Consumer Cyclical,Auto Parts
ASR,Industrials,Airports & Air Services
FOA,Financial Services,Credit Services
LRE,Real Estate,Real Estate - Development
NCLH,Consumer Cyclical,Travel Services
DHR,Healthcare,Diagnostics & Research
MARA,Financial Services,Capital Markets
PRHI,Financial Services,Insurance - Property & Casualty
MSFT,Technology,Software - Infrastructure
BSET,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LEDS,Technology,Semiconductors
PRQR,Healthcare,Biotechnology
BBY,Consumer Cyclical,Specialty Retail
INSE,Consumer Cyclical,Gambling
ALLE,Industrials,Security & Protection Services
BRSL,Consumer Cyclical,Gambling
IPM,Technology,Software - Application
AUST,Basic Materials,Gold
SBET,Financial Services,Capital Markets
SRL,Financial Services,Capital Markets
FTEK,Industrials,Pollution & Treatment Controls
IMCR,Healthcare,Biotechnology
CTOR,Healthcare,Drug Manufacturers - Specialty & Generic
WGO,Consumer Cyclical,Recreational Vehicles
ASUR,Technology,Software - Application
GBR,Real Estate,Real Estate Services
MTN,Consumer Cyclical,Resorts & Casinos
RPM,Basic Materials,Specialty Chemicals
VRME,Industrials,Security & Protection Services
CKX,Energy,Oil & Gas E&P
PUBM,Technology,Software - Application
CHDN,Consumer Cyclical,Gambling
GGG,Industrials,Specialty Industrial Machinery
MIST,Healthcare,Biotechnology
NNVC,Healthcare,Biotechnology
GPOR,Energy,Oil & Gas E&P
SCVL,Consumer Cyclical,Apparel Retail
WB,Communication Services,Internet Content & Information
VRTS,Financial Services,Asset Management
XP,Financial Services,Capital Markets
RIVN,Consumer Cyclical,Auto Manufacturers
CLPS,Technology,Information Technology Services
LVO,Communication Services,Internet Content & Information
ASPN,Industrials,Building Products & Equipment
TDG,Industrials,Aerospace & Defense
WINA,Consumer Cyclical,Specialty Retail
BNED,Consumer Cyclical,Specialty Retail
OC,Industrials,Building Products & Equipment
HERO,その他,
PAX,Financial Services,Asset Management
LAD,Consumer Cyclical,Auto & Truck Dealerships
RNAZ,Healthcare,Biotechnology
CNM,Industrials,Industrial Distribution
HY,Industrials,Farm & Heavy Construction Machinery
ASPS,Real Estate,Real Estate Services
HQY,Healthcare,Health Information Services
EAT,Consumer Cyclical,Restaurants
FAZ,その他,
TAL,Consumer Defensive,Education & Training Services
OPRT,Financial Services,Credit Services
VALU,Financial Services,Financial Data & Stock Exchanges
HD,Consumer Cyclical,Home Improvement Retail
JHX,Basic Materials,Building Materials
KIDS,Healthcare,Medical Devices
MLCO,Consumer Cyclical,Resorts & Casinos
OKYO,Healthcare,Biotechnology
CART,Consumer Cyclical,Internet Retail
CSL,Industrials,Building Products & Equipment
MAGN,Consumer Defensive,Household & Personal Products
SSYS,Technology,Computer Hardware
AOS,Industrials,Specialty Industrial Machinery
DOMH,Financial Services,Capital Markets
EXE,Energy,Oil & Gas E&P
IDT,Communication Services,Telecom Services
CNDT,Technology,Information Technology Services
COOK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VLTO,Industrials,Pollution & Treatment Controls
YALA,Technology,Software - Application
SONY,Technology,Consumer Electronics
SKYW,Industrials,Airlines
RMD,Healthcare,Medical Instruments & Supplies
SGA,Communication Services,Broadcasting
UA,Consumer Cyclical,Apparel Manufacturing
USPH,Healthcare,Medical Care Facilities
LII,Industrials,Building Products & Equipment
ZSQR,Technology,Software - Infrastructure
HUIZ,Financial Services,Insurance Brokers
PTIR,その他,
BEEM,Technology,Solar
BRN,Energy,Oil & Gas E&P
ENVX,Industrials,Electrical Equipment & Parts
LEN,Consumer Cyclical,Residential Construction
MMS,Industrials,Specialty Business Services
PMTS,Financial Services,Credit Services
MGNI,Communication Services,Advertising Agencies
AIRI,Industrials,Aerospace & Defense
CVR,Industrials,Tools & Accessories
TRU,Financial Services,Financial Data & Stock Exchanges
NVR,Consumer Cyclical,Residential Construction
ENR,Industrials,Electrical Equipment & Parts
FRHC,Financial Services,Financial Conglomerates
SOUN,Technology,Software - Application
CALM,Consumer Defensive,Farm Products
FIP,Industrials,Conglomerates
SEER,Healthcare,Biotechnology
BNTC,Healthcare,Biotechnology
UHS,Healthcare,Medical Care Facilities
WSO,Industrials,Industrial Distribution
FDNI,その他,
VCEL,Healthcare,Biotechnology
SYK,Healthcare,Medical Devices
UFPI,Basic Materials,Lumber & Wood Production
ABEO,Healthcare,Biotechnology
IGC,Healthcare,Biotechnology
MRM,Consumer Cyclical,Personal Services
KWEB,その他,
OXM,Consumer Cyclical,Apparel Manufacturing
CCU,Consumer Defensive,Beverages - Brewers
SKY,Consumer Cyclical,Residential Construction
EQH,Financial Services,Asset Management
KRRO,Healthcare,Biotechnology
QGEN,Healthcare,Diagnostics & Research
UPBD,Technology,Software - Application
ELTK,Technology,Electronic Components
KPRX,Healthcare,Biotechnology
NUS,Consumer Defensive,Household & Personal Products
TISI,Industrials,Specialty Business Services
RZLT,Healthcare,Biotechnology
LDOS,Technology,Information Technology Services
BOX,Technology,Software - Infrastructure
GOOS,Consumer Cyclical,Apparel Manufacturing
SVV,Consumer Cyclical,Specialty Retail
BMA,Financial Services,Banks - Regional
UHAL,Industrials,Rental & Leasing Services
UWMC,Financial Services,Mortgage Finance
YCBD,Healthcare,Drug Manufacturers - Specialty & Generic
ADUS,Healthcare,Medical Care Facilities
COOT,Consumer Defensive,Packaged Foods
MSC,Consumer Cyclical,Resorts & Casinos
YINN,その他,
GRRR,Technology,Software - Infrastructure
UAA,Consumer Cyclical,Apparel Manufacturing
BZUN,Consumer Cyclical,Internet Retail
BBNX,Healthcare,Medical Devices
TAP,Consumer Defensive,Beverages - Brewers
UBER,Technology,Software - Application
IRTC,Healthcare,Medical Devices
ADSK,Technology,Software - Application
ETD,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ALK,Industrials,Airlines
CNH,Industrials,Farm & Heavy Construction Machinery
BILL,Technology,Software - Application
HUDI,Basic Materials,Steel
MDWD,Healthcare,Biotechnology
HEAL,その他,
TIPT,Financial Services,Insurance - Specialty
ARHS,Consumer Cyclical,Specialty Retail
EPAC,Industrials,Specialty Industrial Machinery
GGR,Consumer Cyclical,Auto Manufacturers
ISRG,Healthcare,Medical Instruments & Supplies
PSN,Technology,Information Technology Services
REBN,Consumer Cyclical,Restaurants
NEUP,Healthcare,Biotechnology
ABM,Industrials,Specialty Business Services
LOPE,Consumer Defensive,Education & Training Services
CNNE,Consumer Cyclical,Restaurants
PRKS,Consumer Cyclical,Leisure
FIZZ,Consumer Defensive,Beverages - Non-Alcoholic
ARES,Financial Services,Asset Management
TMUS,Communication Services,Telecom Services
CLMB,Technology,Electronics & Computer Distribution
TCX,Technology,Software - Infrastructure
TRNS,Industrials,Specialty Business Services
SFIX,Consumer Cyclical,Apparel Retail
BTBT,Financial Services,Capital Markets
OPAL,Utilities,Utilities - Regulated Gas
LOMA,Basic Materials,Building Materials
RBBN,Technology,Software - Application
COO,Healthcare,Medical Instruments & Supplies
PDD,Consumer Cyclical,Internet Retail
RSSS,Technology,Software - Application
TTEK,Industrials,Engineering & Construction
APPF,Technology,Software - Application
GREE,Financial Services,Capital Markets
TOON,Communication Services,Entertainment
CTAS,Industrials,Specialty Business Services
FARM,Consumer Defensive,Packaged Foods
BCC,Basic Materials,Lumber & Wood Production
MQ,Technology,Software - Infrastructure
TRVG,Communication Services,Internet Content & Information
CLIR,Industrials,Pollution & Treatment Controls
AKA,Consumer Cyclical,Apparel Retail
JKHY,Technology,Information Technology Services
ONEW,Consumer Cyclical,Specialty Retail
NEXN,Communication Services,Advertising Agencies
XPEV,Consumer Cyclical,Auto Manufacturers
BIRK,Consumer Cyclical,Footwear & Accessories
SKWD,Financial Services,Insurance - Property & Casualty
DASH,Consumer Cyclical,Internet Retail
AFYA,Consumer Defensive,Education & Training Services
ALRM,Technology,Software - Application
TOP,Financial Services,Capital Markets
CRCT,Technology,Computer Hardware
LPX,Industrials,Building Products & Equipment
KVUE,Consumer Defensive,Household & Personal Products
EXPO,Industrials,Engineering & Construction
PMCB,Healthcare,Biotechnology
GPI,Consumer Cyclical,Auto & Truck Dealerships
STLA,Consumer Cyclical,Auto Manufacturers
KROS,Healthcare,Biotechnology
TCRX,Healthcare,Biotechnology
BOW,Financial Services,Insurance - Property & Casualty
OTIS,Industrials,Specialty Industrial Machinery
SERV,Industrials,Specialty Industrial Machinery
ENOV,Healthcare,Medical Devices
FBL,その他,
PGR,Financial Services,Insurance - Property & Casualty
IBN,Financial Services,Banks - Regional
NAII,Consumer Defensive,Packaged Foods
ACI,Consumer Defensive,Grocery Stores
DYAI,Healthcare,Biotechnology
PDSB,Healthcare,Biotechnology
SCKT,Technology,Computer Hardware
AWRE,Technology,Software - Application
HRL,Consumer Defensive,Packaged Foods
MNSO,Consumer Cyclical,Specialty Retail
ATR,Healthcare,Medical Instruments & Supplies
CWST,Industrials,Waste Management
YMM,Technology,Software - Application
ITGR,Healthcare,Medical Devices
PTON,Consumer Cyclical,Leisure
SLNG,Energy,Oil & Gas Integrated
PRMB,Consumer Defensive,Beverages - Non-Alcoholic
EU,Energy,Uranium
DLB,Industrials,Specialty Business Services
DV,Communication Services,Advertising Agencies
BAH,Industrials,Consulting Services
ESAB,Industrials,Metal Fabrication
MANH,Technology,Software - Application
PRTH,Technology,Software - Infrastructure
ACET,Healthcare,Biotechnology
NFLX,Communication Services,Entertainment
SNT,Industrials,Security & Protection Services
QQQD,その他,
TCOM,Consumer Cyclical,Travel Services
G,Technology,Information Technology Services
RNXT,Healthcare,Biotechnology
FKWL,Technology,Communication Equipment
LTBR,Industrials,Electrical Equipment & Parts
OLLI,Consumer Defensive,Discount Stores
RXRX,Healthcare,Biotechnology
TEM,Healthcare,Health Information Services
CCEL,Healthcare,Medical Care Facilities
PRTS,Consumer Cyclical,Auto Parts
IPAR,Consumer Defensive,Household & Personal Products
KMB,Consumer Defensive,Household & Personal Products
RLI,Financial Services,Insurance - Property & Casualty
TW,Financial Services,Capital Markets
SLVM,Basic Materials,Paper & Paper Products
GGAL,Financial Services,Banks - Regional
ARBE,Technology,Scientific & Technical Instruments
CULP,Consumer Cyclical,Textile Manufacturing
MAN,Industrials,Staffing & Employment Services
MRSH,Financial Services,Insurance Brokers
PAYO,Technology,Software - Infrastructure
GWRS,Utilities,Utilities - Regulated Water
RBRK,Technology,Software - Infrastructure
ATNM,Healthcare,Biotechnology
BCG,Financial Services,Asset Management
OPAD,Real Estate,Real Estate Services
DKNG,Consumer Cyclical,Gambling
BBAR,Financial Services,Banks - Regional
GRAB,Technology,Software - Application
SLGN,Consumer Cyclical,Packaging & Containers
ADGM,Healthcare,Medical Devices
BON,Basic Materials,Specialty Chemicals
PASG,Healthcare,Biotechnology
DOX,Technology,Software - Infrastructure
NWL,Consumer Defensive,Household & Personal Products
CNVS,Communication Services,Entertainment
LKQ,Consumer Cyclical,Auto Parts
COIN,Financial Services,Financial Data & Stock Exchanges
HNST,Consumer Defensive,Household & Personal Products
DOYU,Communication Services,Internet Content & Information
PLMR,Financial Services,Insurance - Property & Casualty
GYRE,Healthcare,Biotechnology
APPN,Technology,Software - Infrastructure
EVEX,Industrials,Aerospace & Defense
HNI,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SNAP,Communication Services,Internet Content & Information
IP,Consumer Cyclical,Packaging & Containers
KLTR,Technology,Software - Application
HDL,Consumer Cyclical,Restaurants
FTLF,Consumer Defensive,Packaged Foods
JJSF,Consumer Defensive,Packaged Foods
SNES,Basic Materials,Specialty Chemicals
TREX,Industrials,Building Products & Equipment
VIVS,Healthcare,Biotechnology
OPTT,Industrials,Specialty Industrial Machinery
UONEK,Communication Services,Broadcasting
LZ,Industrials,Specialty Business Services
XRAY,Healthcare,Medical Instruments & Supplies
AGNT,Real Estate,Real Estate Services
BLDR,Industrials,Building Products & Equipment
DCTH,Healthcare,Medical Devices
SRTS,Healthcare,Medical Devices
AVD,Basic Materials,Agricultural Inputs
DXLG,Consumer Cyclical,Apparel Retail
CNMD,Healthcare,Medical Devices
FOXF,Consumer Cyclical,Auto Parts
FOXX,Technology,Consumer Electronics
SBC,Industrials,Consulting Services
LUCD,Healthcare,Medical Devices
MMSI,Healthcare,Medical Instruments & Supplies
NAVI,Financial Services,Credit Services
OEC,Basic Materials,Specialty Chemicals
SLM,Financial Services,Credit Services
PALD,その他,
KNSL,Financial Services,Insurance - Property & Casualty
ISPR,Consumer Defensive,Tobacco
XLO,Healthcare,Biotechnology
EXOZ,Healthcare,Biotechnology
CNF,Financial Services,Mortgage Finance
RHI,Industrials,Staffing & Employment Services
EPC,Consumer Defensive,Household & Personal Products
VRNS,Technology,Software - Infrastructure
CAG,Consumer Defensive,Packaged Foods
FND,Consumer Cyclical,Home Improvement Retail
RARE,Healthcare,Biotechnology
CAN,Technology,Computer Hardware
KNDI,Consumer Cyclical,Recreational Vehicles
IQ,Communication Services,Entertainment
EP,Energy,Oil & Gas E&P
MBLY,Consumer Cyclical,Auto Parts
PSNY,Consumer Cyclical,Auto Manufacturers
CMG,Consumer Cyclical,Restaurants
IMSR,Utilities,Utilities - Regulated Electric
UTZ,Consumer Defensive,Packaged Foods
KMX,Consumer Cyclical,Auto & Truck Dealerships
PAYX,Technology,Software - Application
ASPI,Basic Materials,Chemicals
CRMD,Healthcare,Biotechnology
TNON,Healthcare,Medical Devices
BAX,Healthcare,Medical Instruments & Supplies
SPWH,Consumer Cyclical,Specialty Retail
YHC,Consumer Defensive,Beverages - Wineries & Distilleries
MKTX,Financial Services,Capital Markets
XOS,Industrials,Farm & Heavy Construction Machinery
EVO,Healthcare,Drug Manufacturers - Specialty & Generic
VTSI,Technology,Software - Application
AVTR,Healthcare,Medical Instruments & Supplies
USNA,Consumer Defensive,Packaged Foods
ENTX,Healthcare,Biotechnology
FORR,Industrials,Consulting Services
CONY,その他,
EFX,Industrials,Consulting Services
GIB,Technology,Information Technology Services
IBTA,Technology,Software - Application
ARDT,Healthcare,Medical Care Facilities
MRDN,Communication Services,Electronic Gaming & Multimedia
SDS,その他,
UPST,Financial Services,Credit Services
CPRT,Industrials,Specialty Business Services
EEFT,Technology,Software - Infrastructure
ROCK,Industrials,Building Products & Equipment
SGRP,Industrials,Specialty Business Services
COUR,Consumer Defensive,Education & Training Services
RICK,Consumer Cyclical,Restaurants
POOL,Industrials,Industrial Distribution
FLNA,Healthcare,Biotechnology
PSFE,Technology,Software - Infrastructure
DSGX,Technology,Software - Application
TELA,Healthcare,Medical Devices
ACCS,Communication Services,Advertising Agencies
NOMD,Consumer Defensive,Packaged Foods
TELO,Healthcare,Biotechnology
FRPT,Consumer Defensive,Packaged Foods
FWDI,Consumer Cyclical,Footwear & Accessories
VYX,Technology,Information Technology Services
BBWI,Consumer Cyclical,Specialty Retail
ATLN,Industrials,Staffing & Employment Services
SAP,Technology,Software - Application
BHVN,Healthcare,Biotechnology
ADBE,Technology,Software - Application
COIW,その他,
PPC,Consumer Defensive,Packaged Foods
EVGN,Healthcare,Biotechnology
FLUX,Industrials,Electrical Equipment & Parts
SPHL,Consumer Cyclical,Residential Construction
WEAV,Healthcare,Health Information Services
ZLAB,Healthcare,Biotechnology
OXBR,Financial Services,Insurance - Reinsurance
NICE,Technology,Software - Application
NVDD,その他,
NGVC,Consumer Defensive,Grocery Stores
SGRY,Healthcare,Medical Care Facilities
CPNG,Consumer Cyclical,Internet Retail
CRK,Energy,Oil & Gas E&P
CBRL,Consumer Cyclical,Restaurants
CSAN,Energy,Oil & Gas Refining & Marketing
RBLX,Communication Services,Electronic Gaming & Multimedia
BTCS,Financial Services,Capital Markets
ROP,Technology,Software - Application
FUN,Consumer Cyclical,Leisure
ZIP,Communication Services,Internet Content & Information
GGRP,Technology,Software - Infrastructure
LRN,Consumer Defensive,Education & Training Services
NWGL,Basic Materials,Lumber & Wood Production
VTEX,Technology,Software - Application
EH,Industrials,Aerospace & Defense
ARCT,Healthcare,Biotechnology
JANX,Healthcare,Biotechnology
VRRM,Technology,Information Technology Services
LAKE,Consumer Cyclical,Apparel Manufacturing
FIS,Technology,Information Technology Services
AMS,Healthcare,Medical Care Facilities
APRE,Healthcare,Biotechnology
CRVL,Financial Services,Insurance Brokers
JACK,Consumer Cyclical,Restaurants
CGC,Healthcare,Drug Manufacturers - Specialty & Generic
CVM,Healthcare,Biotechnology
AVPT,Technology,Software - Infrastructure
COSM,Healthcare,Medical Distribution
MPU,Communication Services,Entertainment
DSS,Consumer Cyclical,Packaging & Containers
LSH,Industrials,Integrated Freight & Logistics
FUFU,Financial Services,Capital Markets
ARKR,Consumer Cyclical,Restaurants
BSX,Healthcare,Medical Devices
HHS,Industrials,Conglomerates
KG,Financial Services,Insurance - Reinsurance
WALD,Consumer Defensive,Household & Personal Products
EVH,Healthcare,Health Information Services
ORKT,Technology,Software - Application
QSI,Healthcare,Medical Devices
FNUC,Basic Materials,Other Industrial Metals & Mining
DFLI,Industrials,Electrical Equipment & Parts
BTMD,Healthcare,Medical Care Facilities
GRND,Technology,Software - Application
GT,Consumer Cyclical,Auto Parts
QRHC,Industrials,Waste Management
ZEO,Technology,Solar
SFM,Consumer Defensive,Grocery Stores
YSG,Consumer Defensive,Household & Personal Products
GENI,Communication Services,Internet Content & Information
SPRY,Healthcare,Biotechnology
BEAT,Healthcare,Health Information Services
IMRN,Healthcare,Biotechnology
PLUR,Healthcare,Biotechnology
STKS,Consumer Cyclical,Restaurants
DVLT,Technology,Software - Infrastructure
UCFI,Financial Services,Shell Companies
ENGS,Industrials,Waste Management
NSP,Industrials,Staffing & Employment Services
VGAS,Utilities,Utilities - Renewable
NWTG,Consumer Cyclical,Leisure
HFFG,Consumer Defensive,Food Distribution
BWIN,Financial Services,Insurance Brokers
TTAN,Technology,Software - Application
EXFY,Technology,Software - Application
QID,その他,
SUPV,Financial Services,Banks - Regional
VSTM,Healthcare,Biotechnology
FDS,Financial Services,Financial Data & Stock Exchanges
GUTS,Healthcare,Biotechnology
RNTX,Healthcare,Biotechnology
MSTY,その他,
AISP,Technology,Software - Infrastructure
CNET,Communication Services,Advertising Agencies
BEEP,Industrials,Infrastructure Operations
GIFT,Communication Services,Internet Content & Information
WPP,Communication Services,Advertising Agencies
WIMI,Communication Services,Advertising Agencies
PRPL,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TRUP,Financial Services,Insurance - Property & Casualty
HTLM,Consumer Cyclical,Specialty Retail
CLW,Basic Materials,Paper & Paper Products
BCDA,Healthcare,Biotechnology
BLIV,Technology,Software - Application
CHPT,Consumer Cyclical,Specialty Retail
SPXU,その他,
ACON,Healthcare,Health Information Services
ZONE,Industrials,Pollution & Treatment Controls
HKPD,Healthcare,Medical Distribution
GWH,Industrials,Electrical Equipment & Parts
MXCT,Healthcare,Medical Devices
CHWY,Consumer Cyclical,Internet Retail
DCGO,Healthcare,Medical Care Facilities
SSTI,Technology,Software - Application
MLTX,Healthcare,Biotechnology
AMC,Communication Services,Entertainment
GOTU,Consumer Defensive,Education & Training Services
SLP,Healthcare,Health Information Services
MTEX,Consumer Defensive,Food Distribution
BANL,Energy,Oil & Gas Midstream
SOC,Energy,Oil & Gas Drilling
LFVN,Consumer Defensive,Packaged Foods
LIVE,Consumer Cyclical,Home Improvement Retail
PD,Technology,Software - Application
FEAM,Basic Materials,Specialty Chemicals
LNSR,Healthcare,Medical Devices
ROOT,Financial Services,Insurance - Property & Casualty
PRGO,Healthcare,Drug Manufacturers - Specialty & Generic
TNXP,Healthcare,Biotechnology
TWAV,Financial Services,Asset Management
ACH,Healthcare,Medical Distribution
TSMZ,その他,
SKYE,Healthcare,Biotechnology
COCH,Healthcare,Medical Devices
MSTR,Technology,Software - Application
SGLY,Industrials,Integrated Freight & Logistics
CONI,その他,
BAFN,Financial Services,Banks - Regional
SKIN,Consumer Defensive,Household & Personal Products
COTY,Consumer Defensive,Household & Personal Products
FEMY,Healthcare,Medical Instruments & Supplies
GFAI,Industrials,Security & Protection Services
LULU,Consumer Cyclical,Apparel Retail
QTI,Healthcare,Medical Devices
SLAI,Technology,Information Technology Services
GOGO,Communication Services,Telecom Services
ATOS,Healthcare,Biotechnology
LNZA,Industrials,Waste Management
NSPR,Healthcare,Medical Devices
MDXH,Healthcare,Diagnostics & Research
SIEB,Financial Services,Capital Markets
RXST,Healthcare,Medical Devices
JUNS,Healthcare,Biotechnology
MLSS,Healthcare,Medical Instruments & Supplies
DTSS,Technology,Software - Infrastructure
CELU,Healthcare,Biotechnology
LBRDA,Communication Services,Telecom Services
CDLX,Communication Services,Advertising Agencies
WKSP,Consumer Cyclical,Auto Parts
NYXH,Healthcare,Medical Instruments & Supplies
TJGC,Communication Services,Advertising Agencies
IT,Technology,Information Technology Services
FISV,その他,
BARK,Consumer Cyclical,Specialty Retail
FMC,Basic Materials,Agricultural Inputs
LUCY,Healthcare,Medical Instruments & Supplies
HCAT,Healthcare,Health Information Services
TSDD,その他,
CVKD,Healthcare,Biotechnology
SQQQ,その他,
CABO,Communication Services,Telecom Services
UONE,Communication Services,Broadcasting
SNOA,Healthcare,Drug Manufacturers - Specialty & Generic
DWTX,Healthcare,Biotechnology
TSLZ,その他,
MYPS,Communication Services,Electronic Gaming & Multimedia
MYO,Healthcare,Medical Devices
BNGO,Healthcare,Medical Instruments & Supplies
PAVM,Healthcare,Medical Devices
SPT,Technology,Software - Application
UPLD,Technology,Software - Application
AGMH,Technology,Computer Hardware
BNC,Industrials,Farm & Heavy Construction Machinery
ALZN,Healthcare,Biotechnology
DJT,Communication Services,Internet Content & Information
NXL,Healthcare,Medical Devices
INSP,Healthcare,Medical Devices
WKHS,Consumer Cyclical,Auto Manufacturers
SLND,Industrials,Engineering & Construction
NIXX,Industrials,Staffing & Employment Services
SKBL,Industrials,Engineering & Construction
TPST,Healthcare,Biotechnology
ICU,Healthcare,Biotechnology
QFIN,Financial Services,Credit Services
NVNI,Technology,Software - Application
SDM,Communication Services,Advertising Agencies
BTCT,Technology,Computer Hardware
MSW,Industrials,Engineering & Construction
VEEA,Technology,Information Technology Services
HTOO,Utilities,Utilities - Renewable
OIO,Financial Services,Asset Management
UP,Industrials,Airports & Air Services
LENZ,Healthcare,Biotechnology
VTGN,Healthcare,Biotechnology
VVOS,Healthcare,Medical Devices
BJDX,Healthcare,Medical Devices
DTCX,Financial Services,Financial Data & Stock Exchanges
SONM,Technology,Software - Infrastructure
UVXY,その他,
CRIS,Healthcare,Biotechnology
NXGL,Healthcare,Medical Instruments & Supplies
XBP,Technology,Software - Infrastructure
OM,Healthcare,Medical Devices
TDTH,Technology,Information Technology Services
GMEU,その他,
QCLS,Technology,Computer Hardware
ACTU,Healthcare,Biotechnology
AUID,Technology,Software - Infrastructure
REED,Consumer Defensive,Beverages - Non-Alcoholic
AMIX,Healthcare,Medical Devices
ATHR,Technology,Software - Application
BTOC,Industrials,Integrated Freight & Logistics
ANY,Financial Services,Capital Markets
CLGN,Healthcare,Biotechnology
SNGX,Healthcare,Biotechnology
TWG,Consumer Defensive,Food Distribution
RKDA,Consumer Defensive,Packaged Foods
CANG,Financial Services,Capital Markets
DUST,その他,
VBIO,Healthcare,Biotechnology
INMB,Healthcare,Biotechnology
PNBK,Financial Services,Banks - Regional
PULM,Healthcare,Biotechnology
HPAI,Technology,Software - Infrastructure
ARAY,Healthcare,Medical Devices
TANH,Consumer Defensive,Household & Personal Products
RTB,Technology,Software - Application
FNGR,Communication Services,Telecom Services
BCAB,Healthcare,Biotechnology
TOPS,Energy,Oil & Gas Midstream
MSAI,Technology,Electronic Components
VTAK,Healthcare,Medical Devices
INBS,Healthcare,Medical Devices
SELX,Technology,Electronic Components
SMTK,Technology,Semiconductor Equipment & Materials
ABTC,Financial Services,Capital Markets
NCEL,Healthcare,Biotechnology
SOS,Financial Services,Capital Markets
JZ,Technology,Information Technology Services
SURG,Communication Services,Telecom Services
SOWG,Consumer Defensive,Confectioners
KWM,Communication Services,Entertainment
XHLD,Communication Services,Broadcasting
IVDA,Industrials,Security & Protection Services
GTBP,Healthcare,Biotechnology
LMFA,Financial Services,Capital Markets
TVGN,Healthcare,Biotechnology
IMNN,Healthcare,Biotechnology
CJMB,Industrials,Integrated Freight & Logistics
RITR,Industrials,Engineering & Construction
BNKK,Financial Services,Asset Management
SNYR,Healthcare,Medical Distribution
NOTV,Healthcare,Diagnostics & Research
MREO,Healthcare,Biotechnology
ADIL,Healthcare,Biotechnology
DFDV,Financial Services,Asset Management
INDP,Healthcare,Biotechnology
HIND,Healthcare,Biotechnology
WCT,Technology,Software - Application
GOCO,Financial Services,Insurance Brokers
VSTD,Consumer Cyclical,Restaurants
ORGN,Basic Materials,Chemicals
XAIR,Healthcare,Medical Devices
MSS,Consumer Defensive,Grocery Stores
OGEN,Healthcare,Biotechnology
MBRX,Healthcare,Biotechnology
AIFC,Technology,Software - Infrastructure
MWYN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
FGNX,Financial Services,Asset Management
BIOX,Basic Materials,Agricultural Inputs
GNLN,Consumer Defensive,Tobacco
KUST,Communication Services,Entertainment
APUS,Healthcare,Drug Manufacturers - Specialty & Generic
BOXL,Technology,Consumer Electronics
DSY,Consumer Defensive,Household & Personal Products
WFF,Industrials,Specialty Industrial Machinery
CENN,Consumer Cyclical,Auto Manufacturers
VSME,Communication Services,Advertising Agencies
AEMD,Healthcare,Medical Devices
FBLG,Healthcare,Biotechnology
CUPR,Healthcare,Medical Instruments & Supplies
FRGT,Technology,Software - Application
DCOY,Healthcare,Biotechnology
CHAI,Communication Services,Internet Content & Information
TNMG,Communication Services,Publishing
BNBX,Financial Services,Asset Management
CCTG,Industrials,Electrical Equipment & Parts
DOGZ,Consumer Cyclical,Leisure
BGMS,Healthcare,Biotechnology
DJTU,その他,
EDHL,Communication Services,Advertising Agencies
PTLE,Consumer Cyclical,Specialty Retail
AVX,Technology,Software - Infrastructure
RETO,Basic Materials,Building Materials
NUWE,Healthcare,Medical Devices
LCDL,その他,
NCT,Industrials,Marine Shipping
BGM,Healthcare,Drug Manufacturers - Specialty & Generic
OLOX,Industrials,Metal Fabrication
TRUG,Consumer Cyclical,Leisure
NVVE,Consumer Cyclical,Specialty Retail
RDGT,Healthcare,Pharmaceutical Retailers
IVF,Healthcare,Medical Devices
YYGH,Consumer Cyclical,Personal Services
VMAR,Consumer Cyclical,Recreational Vehicles
CDT,Healthcare,Biotechnology
ZNB,Communication Services,Entertainment
AAME,Financial Services,Insurance - Life
METCB,Basic Materials,Coking Coal
GROW,Financial Services,Asset Management
MRKR,Healthcare,Biotechnology
ZDGE,Communication Services,Internet Content & Information
PHAR,Healthcare,Biotechnology
HURC,Industrials,Specialty Industrial Machinery
LSTA,Healthcare,Biotechnology
BOSC,Technology,Communication Equipment
DLPN,Communication Services,Advertising Agencies
YTRA,Consumer Cyclical,Travel Services
GNLX,Healthcare,Biotechnology
AYTU,Healthcare,Drug Manufacturers - Specialty & Generic
ANIX,Healthcare,Biotechnology
RYM,Consumer Defensive,Tobacco
ASPC,Financial Services,Shell Companies
VANI,Healthcare,Biotechnology
BRNS,Healthcare,Biotechnology
YJ,Consumer Cyclical,Internet Retail
WDH,Financial Services,Insurance - Diversified
CSBR,Healthcare,Biotechnology
MCRB,Healthcare,Biotechnology
FHTX,Healthcare,Biotechnology
SMID,Basic Materials,Building Materials
CLAR,Consumer Cyclical,Leisure
CTXR,Healthcare,Biotechnology
XBIO,Healthcare,Biotechnology
MNOV,Healthcare,Biotechnology
VRCA,Healthcare,Biotechnology
ACFN,Technology,Scientific & Technical Instruments
IDAI,Technology,Software - Application
AMTD,Financial Services,Asset Management
SOCL,その他,
